,Compound,Date,Negative,Network,Neutral,Positive,Tweet Text,Tweets Ago
116,-0.765,Sun Mar 04 12:41:00 +0000 2018,0.28,@BBCWorld,0.72,0.0,"RT @BBCSport: After the shocking news of Davide Astori's death, all Serie A fixtures today have been called off.

? https://t.co/rmqcHfLPUX…",17
117,-0.5994,Sun Mar 04 11:46:25 +0000 2018,0.358,@BBCWorld,0.642,0.0,Syria war: Residents flee Eastern Ghouta bombardment https://t.co/fH7TfxaM99,18
118,0.0,Sun Mar 04 11:22:38 +0000 2018,0.0,@BBCWorld,1.0,0.0,Davide Astori: Fiorentina captain and Italy international dies at the age of 31 https://t.co/o8F4aX2JRN,19
119,0.0,Sun Mar 04 11:04:25 +0000 2018,0.0,@BBCWorld,1.0,0.0,"RT @BBCNews: Really??? ?

https://t.co/SMADAlqpZN",20
120,0.4019,Sun Mar 04 09:21:48 +0000 2018,0.089,@BBCWorld,0.726,0.184,RT @BBCNewsbeat: Miss Piggy has some strong feelings about this year's #Oscars selection ?? https://t.co/vzHGz8PtmD,21
121,-0.34,Sun Mar 04 09:00:10 +0000 2018,0.138,@BBCWorld,0.862,0.0,RT @BBCkatyaadler: Uncertainty is the word on everyone’s lips as they go to vote today #ItalyElection2018,22
122,0.0,Sun Mar 04 08:59:54 +0000 2018,0.0,@BBCWorld,1.0,0.0,Meet Om Abdullah - she's Egypt's first official female minibus driver ? https://t.co/D9WCJ73xxM,23
123,-0.4588,Sun Mar 04 08:46:03 +0000 2018,0.273,@BBCWorld,0.727,0.0,President Trump mocks Jared Kushner at annual dinner https://t.co/tSgKviwO3G,24
124,-0.4404,Sun Mar 04 08:18:24 +0000 2018,0.127,@BBCWorld,0.873,0.0,"RT @BBCSteveR: The story of Vladimir Putin's new ""invincible"" nuclear weapons is becoming even more surreal. This weekend Russian papers ar…",25
125,0.296,Sun Mar 04 08:16:18 +0000 2018,0.183,@BBCWorld,0.488,0.329,Germany parties strike coalition deal https://t.co/RjvVur2ibE,26
126,0.9118,Sun Mar 04 04:31:06 +0000 2018,0.0,@BBCWorld,0.323,0.677,Oscars 2018: Get Out wins Spirit Awards best film https://t.co/niGlEWgHrU,27
127,-0.6808,Sun Mar 04 03:00:41 +0000 2018,0.483,@BBCWorld,0.517,0.0,Mexico missing Italians: Police face criminal proceedings https://t.co/dy4rnclQkh,28
128,0.0,Sun Mar 04 01:48:18 +0000 2018,0.0,@BBCWorld,1.0,0.0,Italy election: Polls set to open in unpredictable contest https://t.co/xaoaWZ2IDM,29
129,0.0,Sun Mar 04 00:53:57 +0000 2018,0.0,@BBCWorld,1.0,0.0,'Two sessions' https://t.co/J8MxzH9Bpe,30
130,0.0,Sun Mar 04 00:47:01 +0000 2018,0.0,@BBCWorld,1.0,0.0,Made in Africa https://t.co/3cKLDgh6sn,31
131,0.0,Sun Mar 04 00:43:11 +0000 2018,0.0,@BBCWorld,1.0,0.0,Meet the real life Three Billboards mother https://t.co/dgL10nszjE,32
132,0.0,Sun Mar 04 00:43:11 +0000 2018,0.0,@BBCWorld,1.0,0.0,A region apart https://t.co/0z0aMxbIZK,33
133,0.1531,Sun Mar 04 00:39:50 +0000 2018,0.0,@BBCWorld,0.652,0.348,Pakistan's 'street fighter' https://t.co/ssZ2ql3oA4,34
134,-0.5859,Sun Mar 04 00:39:47 +0000 2018,0.655,@BBCWorld,0.345,0.0,A routine abduction https://t.co/ut61QXIybF,35
135,0.0,Sun Mar 04 00:32:32 +0000 2018,0.0,@BBCWorld,1.0,0.0,Syria: Children in Aleppo return to school https://t.co/XkAWolTh6O,36
136,0.0,Sun Mar 04 00:28:33 +0000 2018,0.0,@BBCWorld,1.0,0.0,Meet Cairo's first female minibus driver https://t.co/c8EMhzKGJn,37
137,0.0,Sun Mar 04 00:24:58 +0000 2018,0.0,@BBCWorld,1.0,0.0,A coincidence too far https://t.co/TY9IWxByMu,38
138,-0.5994,Sun Mar 04 00:17:49 +0000 2018,0.262,@BBCWorld,0.738,0.0,"Syria war: Pro-Assad forces recapture 10% of Eastern Ghouta, monitors say https://t.co/R2aprIRgeq",39
139,-0.8074,Sat Mar 03 19:02:16 +0000 2018,0.36,@BBCWorld,0.64,0.0,Trump steps up war of words on trade with threat to tax EU cars https://t.co/nP2tWasBKo,40
140,0.5106,Sat Mar 03 17:44:17 +0000 2018,0.0,@BBCWorld,0.708,0.292,Ice skating fun breaks out on Dutch canals https://t.co/YkKMXOSVmj,41
141,0.0,Sat Mar 03 17:22:26 +0000 2018,0.0,@BBCWorld,1.0,0.0,Shooting reported outside White House https://t.co/8Sp9UUDmWP,42
142,-0.8402,Sat Mar 03 16:27:51 +0000 2018,0.5,@BBCWorld,0.5,0.0,Afrin offensive: 36 pro-Syrian government soldiers 'killed in Turkish air strike' https://t.co/nx8YFWoTfY,43
143,0.743,Sat Mar 03 15:05:14 +0000 2018,0.0,@BBCWorld,0.622,0.378,Ice skaters enjoy frozen canals in the Netherlands thanks to Europe's big freeze ?? https://t.co/uk6dVR6Vby,44
144,-0.4767,Sat Mar 03 15:04:37 +0000 2018,0.256,@BBCWorld,0.744,0.0,Paris metro: Pregnant Frenchwoman fined for walking wrong way https://t.co/E9ca2KG1d2,45
145,-0.7506,Sat Mar 03 14:21:18 +0000 2018,0.286,@BBCWorld,0.714,0.0,"Looters use a stolen digger to smash into a Lidl supermarket near Dublin, causing the building to collapse

https://t.co/Rl7fE9TVJX https://t.co/oKrjm4TVXF",46
146,-0.34,Sat Mar 03 12:57:24 +0000 2018,0.231,@BBCWorld,0.769,0.0,Tasmania election: Gun control row clouds Liberals victory https://t.co/EV7q7m9M2o,47
147,0.0,Sat Mar 03 12:46:40 +0000 2018,0.0,@BBCWorld,1.0,0.0,RT @BBCSport: Video assistant referees are set to be used at this year's World Cup in Russia after football's lawmakers voted to approve th…,48
148,0.0,Sat Mar 03 12:41:02 +0000 2018,0.0,@BBCWorld,1.0,0.0,"Come on Eileen. ???

https://t.co/KLrG8nMMJl",49
149,-0.7964,Sat Mar 03 12:03:07 +0000 2018,0.504,@BBCWorld,0.496,0.0,Slovakia journalist murder: Seven suspects released by police https://t.co/3DNjgtht5h,50
150,0.0,Sat Mar 03 11:06:44 +0000 2018,0.0,@BBCWorld,1.0,0.0,Sydney holds first Mardi Gras since same-sex marriage law https://t.co/9lpdfSTAtY,51
151,-0.6705,Sat Mar 03 10:59:48 +0000 2018,0.515,@BBCWorld,0.303,0.182,Lawsuit over Jonathan Udall's Grand Canyon crash death https://t.co/J5KZmYbemA,52
152,-0.6249,Sat Mar 03 10:34:04 +0000 2018,0.313,@BBCWorld,0.687,0.0,The Razzies: Emoji Movie named worst film of 2017 https://t.co/pHtOufmkRo,53
153,0.5859,Sat Mar 03 10:21:42 +0000 2018,0.0,@BBCWorld,0.678,0.322,Osacars 2018: How to make every nominee a winner https://t.co/W4RjVW7ou3,54
154,-0.7717,Sat Mar 03 09:48:02 +0000 2018,0.34,@BBCWorld,0.66,0.0,Where a cup of coffee costs a stack of banknotes. Venezuela's cash crisis might shock you. https://t.co/sGr2GblE2d,55
155,-0.5423,Sat Mar 03 09:33:35 +0000 2018,0.368,@BBCWorld,0.632,0.0,Melon listeria kills three in Australia https://t.co/e8TB05U35v,56
156,-0.4588,Sat Mar 03 09:10:36 +0000 2018,0.244,@BBCWorld,0.633,0.123,"RT @BBCEarth: 50% of the Great Barrier Reef is thought to have died in the past two years.
The heartbreaking story of Opal Reef #OurBluePla…",57
157,0.6369,Sat Mar 03 08:50:05 +0000 2018,0.0,@BBCWorld,0.656,0.344,"The Oscar best picture contenders, in 45 seconds https://t.co/M3JwvCZPKL",58
158,-0.8433,Sat Mar 03 07:32:15 +0000 2018,0.565,@BBCWorld,0.435,0.0,Five reasons why trade wars aren't easy to win https://t.co/TW3FtsF9tJ,59
159,-0.34,Sat Mar 03 05:58:14 +0000 2018,0.194,@BBCWorld,0.806,0.0,Florida school shooting: US investment giant leans on gun firms https://t.co/AfN6BhwWXx,60
160,-0.6908,Sat Mar 03 03:32:34 +0000 2018,0.32,@BBCWorld,0.68,0.0,Berta Caceres: Executive held over dam activist's murder in Honduras https://t.co/W0lwisuTJz,61
161,-0.4767,Sat Mar 03 02:16:15 +0000 2018,0.279,@BBCWorld,0.721,0.0,Italy's vote: Fake claims attempt to influence election https://t.co/2aJlgP9d0E,62
162,0.5859,Sat Mar 03 02:09:10 +0000 2018,0.128,@BBCWorld,0.523,0.349,Germany’s coalition deal: The young activists hoping to derail the agreement https://t.co/unyP50pQeE,63
163,0.3612,Sat Mar 03 02:09:10 +0000 2018,0.0,@BBCWorld,0.762,0.238,The news that made us smile this week https://t.co/GGxUYrfQW1,64
164,-0.5859,Sat Mar 03 01:44:01 +0000 2018,0.375,@BBCWorld,0.625,0.0,Trump steel tariffs: IMF warns plan would hurt US https://t.co/SjxdVCTtP2,65
165,0.0,Sat Mar 03 01:33:14 +0000 2018,0.0,@BBCWorld,1.0,0.0,Examining China's hypersonic transport plans https://t.co/xRhQkmu4A5,66
166,-0.34,Sat Mar 03 01:18:56 +0000 2018,0.211,@BBCWorld,0.789,0.0,Four key dates that shaped the US gun debate https://t.co/WVRflnHmgj,67
167,-0.3612,Sat Mar 03 01:15:08 +0000 2018,0.2,@BBCWorld,0.8,0.0,A year embedded with the people fighting the Islamic State group https://t.co/dToes97Uu9,68
168,0.0,Sat Mar 03 00:32:15 +0000 2018,0.0,@BBCWorld,1.0,0.0,Swiss voters ponder axing TV licence https://t.co/O8W8uj2coT,69
169,-0.6249,Sat Mar 03 00:24:43 +0000 2018,0.313,@BBCWorld,0.687,0.0,Venezuelan cash crisis: Where a coffee costs wads of banknotes https://t.co/1b1vvcEjBo,70
170,0.4019,Fri Mar 02 23:48:27 +0000 2018,0.0,@BBCWorld,0.722,0.278,Italy election: Parties hold final pre-poll rallies https://t.co/35bCaA5VEx,71
171,0.5106,Fri Mar 02 23:09:42 +0000 2018,0.0,@BBCWorld,0.732,0.268,Strong winds and heavy snow pound US eastern seaboard https://t.co/7osaZUklx8,72
172,0.0,Fri Mar 02 22:50:15 +0000 2018,0.0,@BBCWorld,1.0,0.0,President 'roughed up' in football match https://t.co/XHT52GaPmC,73
173,0.0,Fri Mar 02 21:42:37 +0000 2018,0.0,@BBCWorld,1.0,0.0,Winter storms batter US eastern seaboard https://t.co/u4dDrw5Rrl,74
174,0.2732,Fri Mar 02 21:32:18 +0000 2018,0.0,@BBCWorld,0.84,0.16,Billy Graham laid to rest and 'in the presence of God' https://t.co/n35ATe6Ir6,75
175,-0.7717,Fri Mar 02 20:34:57 +0000 2018,0.528,@BBCWorld,0.472,0.0,Slovakia journalist murder: Thousands attend protest vigils https://t.co/wcoVyWnbWR,76
176,-0.8625,Fri Mar 02 20:08:32 +0000 2018,0.551,@BBCWorld,0.449,0.0,DR Congo violence: Dozens killed in Ituri province https://t.co/8p5UT5nop1,77
177,-0.1027,Fri Mar 02 18:07:31 +0000 2018,0.135,@BBCWorld,0.865,0.0,Trump steel tariffs: EU warns it will respond 'firmly' https://t.co/4tlJFQiIQ6,78
178,0.4939,Fri Mar 02 17:55:22 +0000 2018,0.0,@BBCWorld,0.775,0.225,Ukraine closes schools to save gas as Russia keeps pipelines closed https://t.co/hKESzQTPhD,79
179,-0.765,Fri Mar 02 16:44:47 +0000 2018,0.452,@BBCWorld,0.548,0.0,First male gymnast accuses Larry Nassar of sexual abuse https://t.co/nlFd4JkvI6,80
180,0.0,Fri Mar 02 16:44:47 +0000 2018,0.0,@BBCWorld,1.0,0.0,California children lived in desert box 'for four years' https://t.co/ZYxw03I8wU,81
181,-0.7906,Fri Mar 02 16:26:28 +0000 2018,0.533,@BBCWorld,0.467,0.0,Oregon dad made son shoot him to delay prison https://t.co/KlfwGIWR16,82
182,-0.5719,Fri Mar 02 15:56:59 +0000 2018,0.402,@BBCWorld,0.598,0.0,Luka Modric: Croatia football captain charged with perjury https://t.co/w81aUICMjm,83
183,-0.5423,Fri Mar 02 15:09:40 +0000 2018,0.333,@BBCWorld,0.667,0.0,Deadly avalanche in French Alps kills four https://t.co/wZA9b9IgAP,84
184,-0.4404,Fri Mar 02 15:09:40 +0000 2018,0.225,@BBCWorld,0.775,0.0,Egypt arrests mother of woman at centre of BBC report https://t.co/MfhJDA6qEW,85
185,0.0,Fri Mar 02 14:49:39 +0000 2018,0.0,@BBCWorld,1.0,0.0,What is the Einstein visa? And how did Melania Trump get one? https://t.co/9CIrpwFwcr,86
186,-0.5994,Fri Mar 02 13:21:33 +0000 2018,0.302,@BBCWorld,0.698,0.0,Sydney Mardi Gras: How a violent first march spurred change https://t.co/uomkGTmeqX,87
187,-0.296,Fri Mar 02 13:17:19 +0000 2018,0.155,@BBCWorld,0.845,0.0,The mysterious case of the horticulturalists who went missing in South Africa https://t.co/Cpm8MTL3b2,88
188,0.0,Fri Mar 02 12:13:16 +0000 2018,0.0,@BBCWorld,1.0,0.0,Largest population of penguins found in Antarctic Peninsula https://t.co/AQQHiGdTZa,89
189,-0.3818,Fri Mar 02 11:26:44 +0000 2018,0.245,@BBCWorld,0.755,0.0,Ireland shut as severe weather continues in Europe https://t.co/hcJ1kJg3MP,90
190,-0.1779,Fri Mar 02 11:26:44 +0000 2018,0.248,@BBCWorld,0.552,0.2,"Trump steel tariffs: Trade wars are good, says Trump https://t.co/eTmqis7SCo",91
191,-0.4767,Fri Mar 02 10:54:13 +0000 2018,0.279,@BBCWorld,0.721,0.0,Kenya doctors 'perform brain surgery on wrong patient' https://t.co/Rft14p54cP,92
192,-0.4767,Fri Mar 02 10:54:13 +0000 2018,0.341,@BBCWorld,0.659,0.0,Attack reported in Burkina Faso capital https://t.co/T80dsMAkIP,93
193,0.0,Fri Mar 02 10:37:25 +0000 2018,0.0,@BBCWorld,1.0,0.0,Trump hails 'great' meeting with NRA lobbyist https://t.co/Vq3yMVKleQ,94
194,0.0,Fri Mar 02 10:20:49 +0000 2018,0.0,@BBCWorld,1.0,0.0,Harvey Weinstein statue appears in Hollywood ahead of Oscars https://t.co/ieedTD1r77,95
195,0.5859,Fri Mar 02 09:41:13 +0000 2018,0.0,@BBCWorld,0.612,0.388,Clowns bring joy to refugee children https://t.co/btQLzwDgWG,96
196,0.0,Fri Mar 02 09:14:39 +0000 2018,0.0,@BBCWorld,1.0,0.0,Australian swimmer: 99-year-old 'breaks world record' https://t.co/bGVthkDA7s,97
197,0.0,Fri Mar 02 08:41:31 +0000 2018,0.0,@BBCWorld,1.0,0.0,"RT @BBCSteveR: One Russian paper today slams Putin's astonishing nuclear speech: ""Our economy needs big investment, Russia needs a positive…",98
198,0.0,Fri Mar 02 08:07:42 +0000 2018,0.0,@BBCWorld,1.0,0.0,Mahatma Gandhi letter on Jesus up for sale in US https://t.co/jCbAxGAwer,99
199,-0.34,Fri Mar 02 07:19:29 +0000 2018,0.286,@BBCWorld,0.714,0.0,Deadly fire hits Azerbaijan health centre https://t.co/CLn200tXJ3,100
200,0.0,Sun Mar 04 23:22:02 +0000 2018,0.0,@CBSNews,1.0,0.0,"Outside of acting, 77 percent of this year's Oscar nominees are male, according to a recent study by the Women's Media Center. https://t.co/QFe9PXD0Jg https://t.co/xYPHIn5z2G",1
201,0.25,Sun Mar 04 23:01:01 +0000 2018,0.0,@CBSNews,0.926,0.074,"Meet movie poster master Bill Gold
In a career spanning seven decades the designer created iconic artwork to advertise movies, from ""Casablanca"" to ""The Exorcist"" 
https://t.co/J0C4bALuVG https://t.co/iW29jXnR8E",2
202,-0.3802,Sun Mar 04 22:41:01 +0000 2018,0.178,@CBSNews,0.822,0.0,Report: E! considers red carpet delay due to Ryan Seacrest controversy https://t.co/LczejjWqyk https://t.co/C8lB7wTUyg,3
203,0.9169,Sun Mar 04 22:01:01 +0000 2018,0.0,@CBSNews,0.615,0.385,"Oscars 2018: Best Actress nominees 
Check out clips of the five nominees for this year's Academy Award for Best Actress https://t.co/MjZecDs1e0 https://t.co/OlGH2zwa0Q",4
204,0.0,Sun Mar 04 21:41:00 +0000 2018,0.0,@CBSNews,1.0,0.0,"White House trade adviser says tariffs will have ""negligible"" impact on consumer prices (via @FaceTheNation) https://t.co/ysjQgLR6HJ https://t.co/h7dcGhE3gR",5
205,0.4717,Sun Mar 04 21:21:01 +0000 2018,0.0,@CBSNews,0.747,0.253,"Sen. Joe Manchin: ""It's not gun control, it's gun sense"" (via @FaceTheNation) https://t.co/UVhmX9lgOY https://t.co/k5tIsTqa8v",6
206,-0.875,Sun Mar 04 21:01:02 +0000 2018,0.348,@CBSNews,0.58,0.072,"Elderly man assaulted in alleged road rage incident, police called the suspect a ""clear danger to the public"" and described him as a 35-year-old white male https://t.co/3peLeYcjNW https://t.co/osQ2lzIABp",7
207,-0.5267,Sun Mar 04 20:42:31 +0000 2018,0.14,@CBSNews,0.86,0.0,"North Korea says President Trump's demand that it abandon its nuclear program as a precondition to diplomatic negotiations is ""preposterous,"" ruling out the possibility in a new statement Sunday https://t.co/B8fzVLJKkQ https://t.co/BRR4zUuSuD",8
208,0.4588,Sun Mar 04 20:41:01 +0000 2018,0.0,@CBSNews,0.786,0.214,"How to watch the 90th Academy Awards, airing Sunday night https://t.co/yMNh89B3ET https://t.co/0lhQXo6Mgk",9
209,-0.34,Sun Mar 04 20:01:01 +0000 2018,0.167,@CBSNews,0.833,0.0,"Changing gun laws ""not achievable,"" Parkland victim's father says on @FaceTheNation  https://t.co/q2BxNgkEZ5 https://t.co/8UhPMrHnqj",10
210,-0.296,Sun Mar 04 19:42:24 +0000 2018,0.059,@CBSNews,0.941,0.0,"WATCH: High winds toppled a school bus during a snow storm in Chambersburg, Pennsylvania. Crews were seen pulling the bus right side up. The bus driver had minor injuries, and there there were no kids on board. https://t.co/aOrVP7f7Mx",11
211,0.0,Sun Mar 04 19:21:01 +0000 2018,0.0,@CBSNews,1.0,0.0,"Sen. Lindsey Graham says new Trump tariffs ""let China off the hook"" (via @FaceTheNation) https://t.co/gjDLJIYScq https://t.co/9uH6eFiY5M",12
212,0.9308,Sun Mar 04 19:01:02 +0000 2018,0.0,@CBSNews,0.536,0.464,"Who will win this year's Academy Awards? Better yet, who SHOULD win? Here are David Edelstein's Oscar predictions:
https://t.co/oKtQcNA2oc https://t.co/GO8AcW9ggv",13
213,0.0,Sun Mar 04 18:41:01 +0000 2018,0.0,@CBSNews,1.0,0.0,"Lindsey Graham: Trump should keep John Kelly, H.R. McMaster (via @FaceTheNation) https://t.co/2UlrvStf9P https://t.co/LaL1z00619",14
214,0.7506,Sun Mar 04 18:20:45 +0000 2018,0.0,@CBSNews,0.819,0.181,"In creating ""Get Out,"" director Jordan Peele says he sought to change the way Americans discuss race; the critically-acclaimed comedy-horror film is nominated for Best Picture at Sunday's Oscars https://t.co/PAu5Fhpan6 https://t.co/HTVjHsUpWG",15
215,0.7845,Sun Mar 04 18:01:01 +0000 2018,0.0,@CBSNews,0.566,0.434,Elizabeth the Great: The life of a true Hollywood star https://t.co/DDCCPFbRB9 https://t.co/jtsO61SpD1,16
216,-0.4404,Sun Mar 04 17:41:31 +0000 2018,0.127,@CBSNews,0.873,0.0,"A deadly Nor'easter pummeled the East Coast this weekend, leaving behind power outages, major flooding, damaged homes and blustering winds. https://t.co/pzzhLmXIYe https://t.co/Ab9oDcV5MD",17
217,-0.5574,Sun Mar 04 17:21:01 +0000 2018,0.187,@CBSNews,0.813,0.0,"The legacy of some of Hollywood's biggest names is in doubt this Oscar Sunday, tarnished by charges of sexual misconduct. https://t.co/YOnvZFtSvA https://t.co/tRP1FO4Vqc",18
218,0.4588,Sun Mar 04 17:00:38 +0000 2018,0.0,@CBSNews,0.897,0.103,"Time's Up has been an undeniable red carpet presence throughout the 2018 awards season; at Sunday's Oscars, however, attendees will likely not be wearing black https://t.co/mZVgHJi1W8 https://t.co/8JakJtKyaY",19
219,-0.5106,Sun Mar 04 16:41:00 +0000 2018,0.121,@CBSNews,0.879,0.0,More than 1/3 of moviegoers now check the review aggregator Rotten Tomatoes before buying a ticket -- and that has the film industry spooked https://t.co/CLpKOlaNSX https://t.co/nVodKEWRu4,20
220,-0.6486,Sun Mar 04 16:21:01 +0000 2018,0.323,@CBSNews,0.677,0.0,"David Ogden Stiers, ""M*A*S*H"" star, dead at 75 https://t.co/82QPecrYZr https://t.co/kyzxpuhfrk",21
221,-0.7506,Sun Mar 04 16:01:54 +0000 2018,0.218,@CBSNews,0.782,0.0,"""I did run on my nervous energy."" The first runner to break the 4-minute mile, Sir Roger Bannister, is dead at age 88. https://t.co/Y7y6IZGYqK https://t.co/HzaHf72yUb",22
222,-0.2732,Sun Mar 04 15:41:01 +0000 2018,0.124,@CBSNews,0.757,0.12,Ben &amp; Jerry's Ben Cohen arrested  for disorderly conduct Saturday at a demonstration over F-35 fighter planes being based in Vermont https://t.co/bdNKC7ngKW https://t.co/pvIB8hFudS,23
223,0.0,Sun Mar 04 15:21:01 +0000 2018,0.0,@CBSNews,1.0,0.0,Advertisers are asking YouTube to be removed from running ads on Alex Jones' channels https://t.co/NBGsXah62u https://t.co/ZqLSHsMM3y,24
224,0.5106,Sun Mar 04 15:01:01 +0000 2018,0.0,@CBSNews,0.798,0.202,"West Virginia teachers say schools will ""remain closed"" until Senate honors deal https://t.co/nTbAMqQ8CY https://t.co/CLt1obwwII",25
225,0.6124,Sun Mar 04 14:41:01 +0000 2018,0.0,@CBSNews,0.828,0.172,Tens of thousands of utility workers in the Northeast raced to restore power to more than 1.5 million homes and businesses after powerful Nor'easter https://t.co/UCYZ5xTX7a https://t.co/o25GQBKcHU,26
226,0.0,Sun Mar 04 14:24:30 +0000 2018,0.0,@CBSNews,1.0,0.0,"Roger Bannister, first runner to break 4-minute mile, dies at 88 https://t.co/5p3V6vvvKU https://t.co/XUsWditilP",27
227,0.3818,Sun Mar 04 14:21:01 +0000 2018,0.079,@CBSNews,0.757,0.164,"""Nobody does self-deprecating humor better than I do. It's not even close,"" Pres. Trump puts aside feud with the media for a night at Gridiron Dinner https://t.co/5FhQGbQX0i https://t.co/XxGidYuU7k",28
228,0.6486,Sun Mar 04 14:03:05 +0000 2018,0.0,@CBSNews,0.71,0.29,"""You're on the same team"": NFL players share valuable lesson on Capitol Hill https://t.co/lI2p2dNOl3 https://t.co/Acg2yEJ0TA",29
229,0.0,Sun Mar 04 13:48:06 +0000 2018,0.0,@CBSNews,1.0,0.0,"""Avalanche!"": 5 caught in ""cloud of snow"" after snowboarder dies during blizzard https://t.co/lUgGCIRu58 https://t.co/Lh2d6yt96o",30
230,0.0,Sun Mar 04 13:33:09 +0000 2018,0.0,@CBSNews,1.0,0.0,Carl Icahn unloaded millions in steel-related stock days before Trump tariff https://t.co/x1Zdg28m9D https://t.co/V9Sxb2cbVN,31
231,-0.296,Sun Mar 04 13:18:07 +0000 2018,0.145,@CBSNews,0.855,0.0,New details emerge about woman accused of having sex with former student https://t.co/67OOj01hep https://t.co/Gbo8zhrsdI,32
232,0.3182,Sun Mar 04 13:03:05 +0000 2018,0.0,@CBSNews,0.796,0.204,Huge penguin colony discovered on remote Antarctic islands https://t.co/UYMnE4SUzq https://t.co/TIsEjIPTxt,33
233,-0.296,Sun Mar 04 12:48:06 +0000 2018,0.145,@CBSNews,0.855,0.0,Investigation after Florida man not seen since 2015 is just reported missing https://t.co/LWIRgrGH7w https://t.co/kCZ7UfaFYE,34
234,-0.9493,Sun Mar 04 12:33:08 +0000 2018,0.588,@CBSNews,0.412,0.0,"Woman pleads guilty to torture, murder of kids found dead in storage unit https://t.co/AtGfHMpCio https://t.co/eWq43uQCJ5",35
235,-0.8225,Sun Mar 04 12:18:07 +0000 2018,0.462,@CBSNews,0.538,0.0,Confusion in the Florida Senate as AR-15 ban fails to pass https://t.co/Nkg72wICJx https://t.co/uGMQsTLz0E,36
236,0.2023,Sun Mar 04 12:03:06 +0000 2018,0.0,@CBSNews,0.781,0.219,"California north and south feeling wrath of intense rain, snowstorm https://t.co/prdB2MW2NV https://t.co/6Ah0T4JDDG",37
237,-0.25,Sun Mar 04 11:48:04 +0000 2018,0.167,@CBSNews,0.833,0.0,"Steve Lebsock, Colorado lawmaker, expelled over sexual misconduct allegations https://t.co/ckCRo1xdQx https://t.co/b8ETQzpm88",38
238,0.0,Sun Mar 04 11:33:05 +0000 2018,0.0,@CBSNews,1.0,0.0,West Virginia Senate refuses to vote on teacher raises https://t.co/rsF4N8jiR3 https://t.co/Ghk2rqRHo2,39
239,-0.4404,Sun Mar 04 11:18:07 +0000 2018,0.209,@CBSNews,0.791,0.0,"""Pharma Bro"" Martin Shkreli's plea for leniency: ""I was a fool"" https://t.co/qTG23exQOL https://t.co/MlCf0LFl5w",40
240,0.0,Sun Mar 04 11:03:06 +0000 2018,0.0,@CBSNews,1.0,0.0,The Dish: LuckyRice founder Danielle Chang https://t.co/UQVVnUxIXP https://t.co/hzgYRxWNd4,41
241,0.4939,Sun Mar 04 10:48:05 +0000 2018,0.0,@CBSNews,0.814,0.186,"Pilot flying through storm: ""Pretty much every one on the plane threw up"" https://t.co/8uOnX2k3VB https://t.co/7G9H71ABNd",42
242,0.0,Sun Mar 04 10:33:05 +0000 2018,0.0,@CBSNews,1.0,0.0,Media-savvy Parkland students on what they've sworn off in wake of shooting https://t.co/UTBMSAcpoJ https://t.co/QUKG8QYz3f,43
243,0.0772,Sun Mar 04 10:18:09 +0000 2018,0.153,@CBSNews,0.675,0.172,"""It’s a total mess down there"": Quincy residents rescued from flooded homes https://t.co/CfK0ZTE0go https://t.co/DsUGh7U9G8",44
244,0.0,Sun Mar 04 10:03:05 +0000 2018,0.0,@CBSNews,1.0,0.0,Oscars 2018: Predictions and the state of the industry https://t.co/xRiK6hf4uP https://t.co/bpaK05DtPI,45
245,0.0,Sun Mar 04 09:48:05 +0000 2018,0.0,@CBSNews,1.0,0.0,"Nor'easter high tides, gusty winds still pounding New England coast https://t.co/juc6Or7Kpn https://t.co/X2VDFQqbyL",46
246,0.0,Sun Mar 04 09:33:05 +0000 2018,0.0,@CBSNews,1.0,0.0,"""Avalanche!"": 5 caught in ""cloud of snow"" after snowboarder dies during blizzard https://t.co/2Xo6NorUaQ https://t.co/mZXdIrVe45",47
247,0.0,Sun Mar 04 09:18:07 +0000 2018,0.0,@CBSNews,1.0,0.0,Carl Icahn unloaded millions in steel-related stock days before Trump tariff https://t.co/sqVKXhzyBp https://t.co/y9Za2EAbCW,48
248,-0.9081,Sun Mar 04 09:03:06 +0000 2018,0.487,@CBSNews,0.513,0.0,"3 arrested in dramatic takedown for alleged plot to kill, rob armored truck employees https://t.co/xcBw5Rw5W2 https://t.co/vEzRzz75w1",49
249,-0.296,Sun Mar 04 08:48:05 +0000 2018,0.145,@CBSNews,0.855,0.0,New details emerge about woman accused of having sex with former student https://t.co/D31RNtbYtM https://t.co/936AFdkw6L,50
250,0.0,Sun Mar 04 08:33:07 +0000 2018,0.0,@CBSNews,1.0,0.0,"Police: Man spits on black child, calls him racial slur https://t.co/JMLmZ1RdcN https://t.co/X80xgUtDOh",51
251,0.0382,Sun Mar 04 08:18:07 +0000 2018,0.0,@CBSNews,0.929,0.071,Hunter College trying to evict dropout who won't leave New York City dorm room https://t.co/OJJWzd3L8F https://t.co/pCNFkFKE07,52
252,-0.6486,Sun Mar 04 08:03:05 +0000 2018,0.264,@CBSNews,0.736,0.0,"John Brunetti, Hialeah Park owner and horse breeder, dead at 87 https://t.co/Ikx5lEDE4T https://t.co/RFODe97dyn",53
253,-0.1027,Sun Mar 04 07:48:05 +0000 2018,0.213,@CBSNews,0.6,0.187,"""Big Bitcoin Heist"": 600 powerful computers stolen in Iceland https://t.co/qsKBXj4DCR https://t.co/ez4AcNSYJl",54
